cnt,date,year,month,day,janken,special,season,int_gu,int_ch,int_pa
1,1991-11-10,1991,11,10,1,,,1,1,1
2,1991-11-17,1991,11,17,0,,,2,1,2
3,1991-11-24,1991,11,24,0,,,1,2,3
4,1991-12-01,1991,12,1,2,,,1,3,4
5,1991-12-08,1991,12,8,1,,,2,4,1
6,1991-12-15,1991,12,15,0,,,3,1,2
7,1991-12-22,1991,12,22,2,,,1,2,3
8,1991-12-29,1991,12,29,0,,,2,3,1
9,1992-01-05,1992,1,5,1,,1,1,4,2
10,1992-01-12,1992,1,12,2,,,2,1,3
11,1992-01-19,1992,1,19,0,,,3,2,1
12,1992-01-26,1992,1,26,1,,,1,3,2
13,1992-02-02,1992,2,2,1,,,2,1,3
14,1992-02-09,1992,2,9,2,,,3,1,4
15,1992-02-16,1992,2,16,0,,,4,2,1
16,1992-02-23,1992,2,23,1,,,1,3,2
17,1992-03-01,1992,3,1,2,,,2,1,3
18,1992-03-08,1992,3,8,0,,,3,2,1
19,1992-03-15,1992,3,15,1,,,1,3,2
20,1992-03-22,1992,3,22,2,,,2,1,3
21,1992-03-29,1992,3,29,0,,,3,2,1
22,1992-04-05,1992,4,5,0,,1,1,3,2
23,1992-04-12,1992,4,12,1,,,1,4,3
24,1992-04-19,1992,4,19,2,,,2,1,4
25,1992-04-26,1992,4,26,0,,,3,2,1
26,1992-05-03,1992,5,3,2,,,1,3,2
27,1992-05-10,1992,5,10,1,,,2,4,1
28,1992-05-17,1992,5,17,0,,,3,1,2
29,1992-05-24,1992,5,24,1,,,1,2,3
30,1992-05-31,1992,5,31,2,,,2,1,4
31,1992-06-07,1992,6,7,0,,,3,2,1
32,1992-06-14,1992,6,14,0,,,1,3,2
33,1992-06-21,1992,6,21,2,,,1,4,3
34,1992-06-28,1992,6,28,2,,,2,5,1
35,1992-07-05,1992,7,5,0,,1,3,6,1
36,1992-07-12,1992,7,12,1,,,1,7,2
37,1992-07-19,1992,7,19,2,1,,2,1,3
38,1992-07-26,1992,7,26,0,,,3,2,1
39,1992-08-02,1992,8,2,1,,,1,3,2
40,1992-08-09,1992,8,9,0,,,2,1,3
41,1992-08-16,1992,8,16,2,,,1,2,4
42,1992-08-23,1992,8,23,2,,,2,3,1
43,1992-08-30,1992,8,30,1,,,3,4,1
44,1992-09-06,1992,9,6,1,,,4,1,2
45,1992-09-13,1992,9,13,0,,,5,1,3
46,1992-09-20,1992,9,20,2,,,1,2,4
47,1992-09-27,1992,9,27,1,,,2,3,1
48,1992-10-04,1992,10,4,0,,1,3,1,2
49,1992-10-11,1992,10,11,1,,,1,2,3
50,1992-10-18,1992,10,18,1,,,2,1,4
51,1992-10-25,1992,10,25,2,,,3,1,5
52,1992-11-01,1992,11,1,0,,,4,2,1
53,1992-11-08,1992,11,8,2,,,1,3,2
54,1992-11-15,1992,11,15,2,,,2,4,1
55,1992-11-22,1992,11,22,1,,,3,5,1
56,1992-11-29,1992,11,29,0,,,4,1,2
57,1992-12-06,1992,12,6,2,,,1,2,3
58,1992-12-13,1992,12,13,0,,,2,3,1
59,1992-12-20,1992,12,20,1,,,1,4,2
60,1992-12-27,1992,12,27,0,,,2,1,3
61,1993-01-03,1993,1,3,2,,1,1,2,4
62,1993-01-10,1993,1,10,2,,,2,3,1
63,1993-01-17,1993,1,17,0,,,3,4,1
64,1993-01-24,1993,1,24,1,,,1,5,2
65,1993-01-31,1993,1,31,0,,,2,1,3
66,1993-02-07,1993,2,7,1,,,1,2,4
67,1993-02-14,1993,2,14,0,,,2,1,5
68,1993-02-21,1993,2,21,2,,,1,2,6
69,1993-02-28,1993,2,28,0,,,2,3,1
70,1993-03-07,1993,3,7,0,,,1,4,2
71,1993-03-14,1993,3,14,1,,,1,5,3
72,1993-03-21,1993,3,21,2,,,2,1,4
73,1993-03-28,1993,3,28,1,,,3,2,1
74,1993-04-04,1993,4,4,2,,1,4,1,2
75,1993-04-11,1993,4,11,2,,,5,2,1
76,1993-04-18,1993,4,18,0,,,6,3,1
77,1993-04-25,1993,4,25,1,,,1,4,2
78,1993-05-02,1993,5,2,0,,,2,1,3
79,1993-05-09,1993,5,9,1,,,1,2,4
80,1993-05-16,1993,5,16,1,,,2,1,5
81,1993-05-23,1993,5,23,2,,,3,1,6
82,1993-05-30,1993,5,30,2,,,4,2,1
83,1993-06-06,1993,6,6,1,,,5,3,1
84,1993-06-13,1993,6,13,0,,,6,1,2
85,1993-06-20,1993,6,20,0,,,1,2,3
86,1993-06-27,1993,6,27,0,,,1,3,4
87,1993-07-04,1993,7,4,0,,1,1,4,5
88,1993-07-11,1993,7,11,1,,,1,5,6
89,1993-07-18,1993,7,18,2,,,2,1,7
90,1993-08-01,1993,8,1,0,,,3,2,1
91,1993-08-08,1993,8,8,1,,,1,3,2
92,1993-08-15,1993,8,15,0,,,2,1,3
93,1993-08-22,1993,8,22,2,,,1,2,4
94,1993-08-29,1993,8,29,1,,,2,3,1
95,1993-09-05,1993,9,5,1,,,3,1,2
96,1993-09-12,1993,9,12,2,,,4,1,3
97,1993-09-19,1993,9,19,0,,,5,2,1
98,1993-09-26,1993,9,26,0,,,1,3,2
99,1993-10-03,1993,10,3,1,,1,1,4,3
100,1993-10-10,1993,10,10,2,,,2,1,4
101,1993-10-17,1993,10,17,0,,,3,2,1
102,1993-10-24,1993,10,24,0,,,1,3,2
103,1993-10-31,1993,10,31,2,,,1,4,3
104,1993-11-07,1993,11,7,1,,,2,5,1
105,1993-11-14,1993,11,14,1,,,3,1,2
106,1993-11-21,1993,11,21,2,,,4,1,3
107,1993-11-28,1993,11,28,0,,,5,2,1
108,1993-12-05,1993,12,5,2,,,1,3,2
109,1993-12-12,1993,12,12,1,,,2,4,1
110,1993-12-19,1993,12,19,0,,,3,1,2
111,1993-12-26,1993,12,26,0,,,1,2,3
112,1994-01-02,1994,1,2,2,,1,1,3,4
113,1994-01-09,1994,1,9,0,,,2,4,1
114,1994-01-16,1994,1,16,1,,,1,5,2
115,1994-01-23,1994,1,23,0,,,2,1,3
116,1994-01-30,1994,1,30,1,,,1,2,4
117,1994-02-06,1994,2,6,2,,,2,1,5
118,1994-02-13,1994,2,13,2,,,3,2,1
119,1994-02-20,1994,2,20,1,,,4,3,1
120,1994-02-27,1994,2,27,0,,,5,1,2
121,1994-03-06,1994,3,6,0,,,1,2,3
122,1994-03-13,1994,3,13,2,,,1,3,4
123,1994-03-20,1994,3,20,2,,,2,4,1
124,1994-03-27,1994,3,27,1,,,3,5,1
125,1994-04-03,1994,4,3,1,,1,4,1,2
126,1994-04-10,1994,4,10,2,,,5,1,3
127,1994-04-17,1994,4,17,0,,,6,2,1
128,1994-04-24,1994,4,24,1,,,1,3,2
129,1994-05-01,1994,5,1,0,,,2,1,3
130,1994-05-08,1994,5,8,2,,,1,2,4
131,1994-05-15,1994,5,15,2,,,2,3,1
132,1994-05-22,1994,5,22,1,,,3,4,1
133,1994-05-29,1994,5,29,0,,,4,1,2
134,1994-06-05,1994,6,5,1,,,1,2,3
135,1994-06-12,1994,6,12,2,,,2,1,4
136,1994-06-19,1994,6,19,1,,,3,2,1
137,1994-06-26,1994,6,26,0,,,4,1,2
138,1994-07-03,1994,7,3,2,,1,1,2,3
139,1994-07-10,1994,7,10,1,,,2,3,1
140,1994-07-17,1994,7,17,1,,,3,1,2
141,1994-07-31,1994,7,31,2,,,4,1,3
142,1994-08-07,1994,8,7,0,,,5,2,1
143,1994-08-14,1994,8,14,0,,,1,3,2
144,1994-08-21,1994,8,21,1,,,1,4,3
145,1994-08-28,1994,8,28,2,,,2,1,4
146,1994-09-04,1994,9,4,0,,,3,2,1
147,1994-09-11,1994,9,11,2,,,1,3,2
148,1994-09-18,1994,9,18,1,,,2,4,1
149,1994-09-25,1994,9,25,0,,,3,1,2
150,1994-10-02,1994,10,2,0,,1,1,2,3
151,1994-10-09,1994,10,9,2,,,1,3,4
152,1994-10-23,1994,10,23,2,,,2,4,1
153,1994-10-30,1994,10,30,1,,,3,5,1
154,1994-11-06,1994,11,6,0,,,4,1,2
155,1994-11-13,1994,11,13,1,,,1,2,3
156,1994-11-20,1994,11,20,2,,,2,1,4
157,1994-11-27,1994,11,27,1,,,3,2,1
158,1994-12-04,1994,12,4,0,,,4,1,2
159,1994-12-11,1994,12,11,2,,,1,2,3
160,1994-12-18,1994,12,18,0,,,2,3,1
161,1994-12-25,1994,12,25,2,,,1,4,2
162,1995-01-08,1995,1,8,1,,1,2,5,1
163,1995-01-15,1995,1,15,0,,,3,1,2
164,1995-01-22,1995,1,22,2,,,1,2,3
165,1995-01-29,1995,1,29,0,,,2,3,1
166,1995-02-05,1995,2,5,1,,,1,4,2
167,1995-02-12,1995,2,12,1,,,2,1,3
168,1995-02-19,1995,2,19,2,,,3,1,4
169,1995-02-26,1995,2,26,1,,,4,2,1
170,1995-03-05,1995,3,5,0,,,5,1,2
171,1995-03-12,1995,3,12,2,,,1,2,3
172,1995-03-19,1995,3,19,2,,,2,3,1
173,1995-03-26,1995,3,26,1,,,3,4,1
174,1995-04-02,1995,4,2,0,,1,4,1,2
175,1995-04-09,1995,4,9,2,,,1,2,3
176,1995-04-16,1995,4,16,1,,,2,3,1
177,1995-04-23,1995,4,23,0,,,3,1,2
178,1995-04-30,1995,4,30,1,,,1,2,3
179,1995-05-07,1995,5,7,2,,,2,1,4
180,1995-05-14,1995,5,14,2,,,3,2,1
181,1995-05-21,1995,5,21,1,,,4,3,1
182,1995-05-28,1995,5,28,0,,,5,1,2
183,1995-06-04,1995,6,4,0,,,1,2,3
184,1995-06-11,1995,6,11,1,,,1,3,4
185,1995-06-18,1995,6,18,2,,,2,1,5
186,1995-06-25,1995,6,25,1,,,3,2,1
187,1995-07-02,1995,7,2,0,,1,4,1,2
188,1995-07-09,1995,7,9,2,,,1,2,3
189,1995-07-16,1995,7,16,2,1,,2,3,1
190,1995-07-23,1995,7,23,0,,,3,4,1
191,1995-07-30,1995,7,30,1,,,1,5,2
192,1995-08-06,1995,8,6,1,,,2,1,3
193,1995-08-13,1995,8,13,0,,,3,1,4
194,1995-08-20,1995,8,20,2,,,1,2,5
195,1995-08-27,1995,8,27,1,,,2,3,1
196,1995-09-03,1995,9,3,2,,,3,1,2
197,1995-09-10,1995,9,10,2,,,4,2,1
198,1995-09-17,1995,9,17,0,,,5,3,1
199,1995-09-24,1995,9,24,1,,,1,4,2
200,1995-10-01,1995,10,1,1,,1,2,1,3
201,1995-10-08,1995,10,8,2,,,3,1,4
202,1995-10-15,1995,10,15,0,,,4,2,1
203,1995-10-22,1995,10,22,0,,,1,3,2
204,1995-10-29,1995,10,29,2,,,1,4,3
205,1995-11-05,1995,11,5,1,,,2,5,1
206,1995-11-12,1995,11,12,2,,,3,1,2
207,1995-11-19,1995,11,19,0,,,4,2,1
208,1995-11-26,1995,11,26,1,,,1,3,2
209,1995-12-03,1995,12,3,1,,,2,1,3
210,1995-12-10,1995,12,10,0,,,3,1,4
211,1995-12-17,1995,12,17,2,,,1,2,5
212,1995-12-24,1995,12,24,1,,,2,3,1
213,1995-12-31,1995,12,31,2,,,3,1,2
214,1996-01-07,1996,1,7,1,,1,4,2,1
215,1996-01-14,1996,1,14,0,,,5,1,2
216,1996-01-21,1996,1,21,0,,,1,2,3
217,1996-01-28,1996,1,28,2,,,1,3,4
218,1996-02-04,1996,2,4,1,,,2,4,1
219,1996-02-11,1996,2,11,2,,,3,1,2
220,1996-02-18,1996,2,18,2,,,4,2,1
221,1996-02-25,1996,2,25,0,,,5,3,1
222,1996-03-03,1996,3,3,1,,,1,4,2
223,1996-03-10,1996,3,10,1,,,2,1,3
224,1996-03-17,1996,3,17,0,,,3,1,4
225,1996-03-24,1996,3,24,2,,,1,2,5
226,1996-03-31,1996,3,31,0,,,2,3,1
227,1996-04-07,1996,4,7,1,,1,1,4,2
228,1996-04-14,1996,4,14,2,,,2,1,3
229,1996-04-21,1996,4,21,2,,,3,2,1
230,1996-04-28,1996,4,28,1,,,4,3,1
231,1996-05-05,1996,5,5,0,,,5,1,2
232,1996-05-12,1996,5,12,0,,,1,2,3
233,1996-05-19,1996,5,19,1,,,1,3,4
234,1996-05-26,1996,5,26,2,,,2,1,5
235,1996-06-02,1996,6,2,1,,,3,2,1
236,1996-06-09,1996,6,9,2,,,4,1,2
237,1996-06-16,1996,6,16,0,,,5,2,1
238,1996-06-23,1996,6,23,1,,,1,3,2
239,1996-06-30,1996,6,30,0,,,2,1,3
240,1996-07-07,1996,7,7,1,,1,1,2,4
241,1996-07-14,1996,7,14,1,1,,2,1,5
242,1996-07-21,1996,7,21,2,,,3,1,6
243,1996-07-28,1996,7,28,0,,,4,2,1
244,1996-08-04,1996,8,4,2,,,1,3,2
245,1996-08-11,1996,8,11,2,,,2,4,1
246,1996-08-18,1996,8,18,1,,,3,5,1
247,1996-08-25,1996,8,25,1,,,4,1,2
248,1996-09-01,1996,9,1,0,,,5,1,3
249,1996-09-08,1996,9,8,2,,,1,2,4
250,1996-09-15,1996,9,15,0,,,2,3,1
251,1996-09-22,1996,9,22,0,,,1,4,2
252,1996-09-29,1996,9,29,1,,,1,5,3
253,1996-10-13,1996,10,13,2,,1,2,1,4
254,1996-10-27,1996,10,27,1,,,3,2,1
255,1996-11-03,1996,11,3,0,,,4,1,2
256,1996-11-10,1996,11,10,0,,,1,2,3
257,1996-11-17,1996,11,17,2,,,1,3,4
258,1996-11-24,1996,11,24,1,,,2,4,1
259,1996-12-01,1996,12,1,2,,,3,1,2
260,1996-12-08,1996,12,8,2,,,4,2,1
261,1996-12-15,1996,12,15,0,,,5,3,1
262,1996-12-22,1996,12,22,0,,,1,4,2
263,1996-12-29,1996,12,29,1,,,1,5,3
264,1997-01-05,1997,1,5,1,,1,2,1,4
265,1997-01-12,1997,1,12,0,,,3,1,5
266,1997-01-19,1997,1,19,2,,,1,2,6
267,1997-01-26,1997,1,26,1,,,2,3,1
268,1997-02-02,1997,2,2,2,,,3,1,2
269,1997-02-09,1997,2,9,0,,,4,2,1
270,1997-02-16,1997,2,16,2,,,1,3,2
271,1997-02-23,1997,2,23,1,,,2,4,1
272,1997-03-02,1997,3,2,0,,,3,1,2
273,1997-03-09,1997,3,9,1,,,1,2,3
274,1997-03-16,1997,3,16,0,,,2,1,4
275,1997-03-23,1997,3,23,2,,,1,2,5
276,1997-03-30,1997,3,30,2,,,2,3,1
277,1997-04-06,1997,4,6,1,,1,3,4,1
278,1997-04-13,1997,4,13,0,,,4,1,2
279,1997-04-20,1997,4,20,1,,,1,2,3
280,1997-04-27,1997,4,27,2,,,2,1,4
281,1997-05-04,1997,5,4,2,,,3,2,1
282,1997-05-11,1997,5,11,0,,,4,3,1
283,1997-05-18,1997,5,18,1,,,1,4,2
284,1997-05-25,1997,5,25,2,,,2,1,3
285,1997-06-01,1997,6,1,1,,,3,2,1
286,1997-06-08,1997,6,8,0,,,4,1,2
287,1997-06-15,1997,6,15,0,,,1,2,3
288,1997-06-22,1997,6,22,2,,,1,3,4
289,1997-06-29,1997,6,29,1,,,2,4,1
290,1997-07-06,1997,7,6,1,,1,3,1,2
291,1997-07-13,1997,7,13,0,,,4,1,3
292,1997-07-20,1997,7,20,2,,,1,2,4
293,1997-08-03,1997,8,3,0,,,2,3,1
294,1997-08-10,1997,8,10,1,,,1,4,2
295,1997-08-17,1997,8,17,0,,,2,1,3
296,1997-08-24,1997,8,24,2,,,1,2,4
297,1997-08-31,1997,8,31,2,,,2,3,1
298,1997-09-07,1997,9,7,1,,,3,4,1
299,1997-09-14,1997,9,14,0,,,4,1,2
300,1997-09-21,1997,9,21,1,,,1,2,3
301,1997-09-28,1997,9,28,2,,,2,1,4
302,1997-10-05,1997,10,5,1,,1,3,2,1
303,1997-10-12,1997,10,12,1,,,4,1,2
304,1997-10-19,1997,10,19,0,,,5,1,3
305,1997-10-26,1997,10,26,2,,,1,2,4
306,1997-11-02,1997,11,2,1,,,2,3,1
307,1997-11-09,1997,11,9,0,,,3,1,2
308,1997-11-16,1997,11,16,1,,,1,2,3
309,1997-11-23,1997,11,23,2,,,2,1,4
310,1997-11-30,1997,11,30,0,,,3,2,1
311,1997-12-07,1997,12,7,0,,,1,3,2
312,1997-12-14,1997,12,14,2,,,1,4,3
313,1997-12-21,1997,12,21,1,,,2,5,1
314,1997-12-28,1997,12,28,2,,,3,1,2
315,1998-01-04,1998,1,4,1,,1,4,2,1
316,1998-01-11,1998,1,11,0,,,5,1,2
317,1998-01-18,1998,1,18,2,,,1,2,3
318,1998-01-25,1998,1,25,2,,,2,3,1
319,1998-02-01,1998,2,1,0,,,3,4,1
320,1998-02-08,1998,2,8,1,,,1,5,2
321,1998-02-15,1998,2,15,1,,,2,1,3
322,1998-02-22,1998,2,22,0,,,3,1,4
323,1998-03-01,1998,3,1,2,,,1,2,5
324,1998-03-08,1998,3,8,2,,,2,3,1
325,1998-03-15,1998,3,15,1,,,3,4,1
326,1998-03-22,1998,3,22,0,,,4,1,2
327,1998-03-29,1998,3,29,2,,,1,2,3
328,1998-04-05,1998,4,5,1,,1,2,3,1
329,1998-04-12,1998,4,12,1,,,3,1,2
330,1998-04-19,1998,4,19,0,,,4,1,3
331,1998-04-26,1998,4,26,2,,,1,2,4
332,1998-05-03,1998,5,3,1,,,2,3,1
333,1998-05-10,1998,5,10,2,,,3,1,2
334,1998-05-17,1998,5,17,0,,,4,2,1
335,1998-05-24,1998,5,24,0,,,1,3,2
336,1998-05-31,1998,5,31,1,,,1,4,3
337,1998-06-07,1998,6,7,2,,,2,1,4
338,1998-06-14,1998,6,14,1,,,3,2,1
339,1998-06-21,1998,6,21,0,,,4,1,2
340,1998-06-28,1998,6,28,2,,,1,2,3
341,1998-07-05,1998,7,5,1,,1,2,3,1
342,1998-07-12,1998,7,12,2,,,3,1,2
343,1998-07-19,1998,7,19,1,1,,4,2,1
344,1998-07-26,1998,7,26,0,,,5,1,2
345,1998-08-02,1998,8,2,0,,,1,2,3
346,1998-08-09,1998,8,9,2,,,1,3,4
347,1998-08-16,1998,8,16,1,,,2,4,1
348,1998-08-23,1998,8,23,2,,,3,1,2
349,1998-08-30,1998,8,30,0,,,4,2,1
350,1998-09-06,1998,9,6,1,,,1,3,2
351,1998-09-13,1998,9,13,2,,,2,1,3
352,1998-09-20,1998,9,20,2,,,3,2,1
353,1998-09-27,1998,9,27,1,,,4,3,1
354,1998-10-04,1998,10,4,1,,1,5,1,2
355,1998-10-11,1998,10,11,0,,,6,1,3
356,1998-10-18,1998,10,18,2,,,1,2,4
357,1998-10-25,1998,10,25,1,,,2,3,1
358,1998-11-01,1998,11,1,2,1,,3,1,2
359,1998-11-08,1998,11,8,0,,,4,2,1
360,1998-11-15,1998,11,15,0,,,1,3,2
361,1998-11-22,1998,11,22,1,,,1,4,3
362,1998-11-29,1998,11,29,2,,,2,1,4
363,1998-12-06,1998,12,6,1,,,3,2,1
364,1998-12-13,1998,12,13,2,,,4,1,2
365,1998-12-20,1998,12,20,0,,,5,2,1
366,1998-12-27,1998,12,27,2,,,1,3,2
367,1999-01-10,1999,1,10,1,,1,2,4,1
368,1999-01-17,1999,1,17,1,,,3,1,2
369,1999-01-24,1999,1,24,0,,,4,1,3
370,1999-01-31,1999,1,31,2,,,1,2,4
371,1999-02-07,1999,2,7,0,,,2,3,1
372,1999-02-14,1999,2,14,1,,,1,4,2
373,1999-02-21,1999,2,21,2,,,2,1,3
374,1999-02-28,1999,2,28,1,,,3,2,1
375,1999-03-07,1999,3,7,0,,,4,1,2
376,1999-03-14,1999,3,14,0,,,1,2,3
377,1999-03-21,1999,3,21,2,,,1,3,4
378,1999-03-28,1999,3,28,1,,,2,4,1
379,1999-04-04,1999,4,4,0,,1,3,1,2
380,1999-04-11,1999,4,11,1,,,1,2,3
381,1999-04-18,1999,4,18,0,,,2,1,4
382,1999-04-25,1999,4,25,0,,,1,2,5
383,1999-05-02,1999,5,2,2,,,1,3,6
384,1999-05-09,1999,5,9,2,,,2,4,1
385,1999-05-16,1999,5,16,1,,,3,5,1
386,1999-05-23,1999,5,23,0,,,4,1,2
387,1999-05-30,1999,5,30,2,,,1,2,3
388,1999-06-06,1999,6,6,0,,,2,3,1
389,1999-06-13,1999,6,13,1,,,1,4,2
390,1999-06-20,1999,6,20,0,,,2,1,3
391,1999-06-27,1999,6,27,2,,,1,2,4
392,1999-07-04,1999,7,4,2,,1,2,3,1
393,1999-07-11,1999,7,11,2,,,3,4,1
394,1999-07-18,1999,7,18,1,1,,4,5,1
395,1999-07-25,1999,7,25,0,,,5,1,2
396,1999-08-01,1999,8,1,2,,,1,2,3
397,1999-08-08,1999,8,8,1,,,2,3,1
398,1999-08-15,1999,8,15,0,,,3,1,2
399,1999-08-22,1999,8,22,1,,,1,2,3
400,1999-08-29,1999,8,29,1,,,2,1,4
401,1999-09-05,1999,9,5,1,,,3,1,5
402,1999-09-12,1999,9,12,2,,,4,1,6
403,1999-09-19,1999,9,19,0,,,5,2,1
404,1999-09-26,1999,9,26,0,,,1,3,2
405,1999-10-03,1999,10,3,2,,1,1,4,3
406,1999-10-10,1999,10,10,0,,,2,5,1
407,1999-10-17,1999,10,17,2,,,1,6,2
408,1999-10-31,1999,10,31,1,,,2,7,1
409,1999-11-07,1999,11,7,1,,,3,1,2
410,1999-11-14,1999,11,14,2,,,4,1,3
411,1999-11-21,1999,11,21,2,,,5,2,1
412,1999-11-28,1999,11,28,0,,,6,3,1
413,1999-12-05,1999,12,5,1,,,1,4,2
414,1999-12-12,1999,12,12,0,,,2,1,3
415,1999-12-19,1999,12,19,0,,,1,2,4
416,1999-12-26,1999,12,26,1,1,,1,3,5
417,2000-01-09,2000,1,9,1,,1,2,1,6
418,2000-01-23,2000,1,23,2,,,3,1,7
419,2000-01-30,2000,1,30,0,,,4,2,1
420,2000-02-06,2000,2,6,0,,,1,3,2
421,2000-02-13,2000,2,13,1,,,1,4,3
422,2000-02-20,2000,2,20,2,,,2,1,4
423,2000-02-27,2000,2,27,2,,,3,2,1
424,2000-03-05,2000,3,5,0,,,4,3,1
425,2000-03-12,2000,3,12,1,,,1,4,2
426,2000-03-19,2000,3,19,2,,,2,1,3
427,2000-03-26,2000,3,26,0,,,3,2,1
428,2000-04-02,2000,4,2,1,,1,1,3,2
429,2000-04-09,2000,4,9,1,,,2,1,3
430,2000-04-16,2000,4,16,0,,,3,1,4
431,2000-04-23,2000,4,23,1,,,1,2,5
432,2000-04-30,2000,4,30,2,,,2,1,6
433,2000-05-07,2000,5,7,0,,,3,2,1
434,2000-05-14,2000,5,14,1,,,1,3,2
435,2000-05-21,2000,5,21,0,,,2,1,3
436,2000-05-28,2000,5,28,0,,,1,2,4
437,2000-06-04,2000,6,4,1,,,1,3,5
438,2000-06-11,2000,6,11,2,,,2,1,6
439,2000-06-18,2000,6,18,0,,,3,2,1
440,2000-06-25,2000,6,25,1,,,1,3,2
441,2000-07-02,2000,7,2,1,,1,2,1,3
442,2000-07-09,2000,7,9,1,,,3,1,4
443,2000-07-16,2000,7,16,2,,,4,1,5
444,2000-07-23,2000,7,23,2,,,5,2,1
445,2000-07-30,2000,7,30,1,,,6,3,1
446,2000-08-06,2000,8,6,1,,,7,1,2
447,2000-08-13,2000,8,13,2,,,8,1,3
448,2000-08-20,2000,8,20,0,,,9,2,1
449,2000-08-27,2000,8,27,2,,,1,3,2
450,2000-09-03,2000,9,3,0,,,2,4,1
451,2000-09-10,2000,9,10,1,,,1,5,2
452,2000-09-17,2000,9,17,1,,,2,1,3
453,2000-09-24,2000,9,24,2,,,3,1,4
454,2000-10-01,2000,10,1,2,,1,4,2,1
455,2000-10-08,2000,10,8,0,,,5,3,1
456,2000-10-15,2000,10,15,0,,,1,4,2
457,2000-10-22,2000,10,22,2,,,1,5,3
458,2000-10-29,2000,10,29,1,,,2,6,1
459,2000-11-05,2000,11,5,1,,,3,1,2
460,2000-11-12,2000,11,12,2,,,4,1,3
461,2000-11-19,2000,11,19,1,,,5,2,1
462,2000-11-26,2000,11,26,2,,,6,1,2
463,2000-12-03,2000,12,3,0,,,7,2,1
464,2000-12-10,2000,12,10,2,,,1,3,2
465,2000-12-17,2000,12,17,1,,,2,4,1
466,2000-12-24,2000,12,24,1,,,3,1,2
467,2000-12-31,2000,12,31,2,,,4,1,3
468,2001-01-07,2001,1,7,1,,1,5,2,1
469,2001-01-14,2001,1,14,2,,,6,1,2
470,2001-01-21,2001,1,21,0,,,7,2,1
471,2001-01-28,2001,1,28,0,,,1,3,2
472,2001-02-04,2001,2,4,1,,,1,4,3
473,2001-02-11,2001,2,11,1,,,2,1,4
474,2001-02-18,2001,2,18,1,,,3,1,5
475,2001-02-25,2001,2,25,0,,,4,1,6
476,2001-03-04,2001,3,4,1,,,1,2,7
477,2001-03-11,2001,3,11,2,,,2,1,8
478,2001-03-18,2001,3,18,1,,,3,2,1
479,2001-03-25,2001,3,25,0,,,4,1,2
480,2001-04-01,2001,4,1,1,,1,1,2,3
481,2001-04-08,2001,4,8,2,,,2,1,4
482,2001-04-15,2001,4,15,0,,,3,2,1
483,2001-04-22,2001,4,22,0,,,1,3,2
484,2001-04-29,2001,4,29,2,,,1,4,3
485,2001-05-06,2001,5,6,1,,,2,5,1
486,2001-05-13,2001,5,13,2,,,3,1,2
487,2001-05-20,2001,5,20,0,,,4,2,1
488,2001-05-27,2001,5,27,2,,,1,3,2
489,2001-06-03,2001,6,3,0,,,2,4,1
490,2001-06-10,2001,6,10,0,,,1,5,2
491,2001-06-17,2001,6,17,1,,,1,6,3
492,2001-06-24,2001,6,24,1,,,2,1,4
493,2001-07-01,2001,7,1,2,,1,3,1,5
494,2001-07-08,2001,7,8,0,,,4,2,1
495,2001-07-15,2001,7,15,2,,,1,3,2
496,2001-07-22,2001,7,22,1,1,,2,4,1
497,2001-07-29,2001,7,29,2,,,3,1,2
498,2001-08-05,2001,8,5,1,,,4,2,1
499,2001-08-12,2001,8,12,0,,,5,1,2
500,2001-08-19,2001,8,19,0,,,1,2,3
501,2001-08-26,2001,8,26,2,,,1,3,4
502,2001-09-02,2001,9,2,1,,,2,4,1
503,2001-09-09,2001,9,9,2,,,3,1,2
504,2001-09-16,2001,9,16,2,,,4,2,1
505,2001-09-23,2001,9,23,1,,,5,3,1
506,2001-10-07,2001,10,7,1,,1,6,1,2
507,2001-10-14,2001,10,14,0,,,7,1,3
508,2001-10-21,2001,10,21,1,,,1,2,4
509,2001-10-28,2001,10,28,2,,,2,1,5
510,2001-11-04,2001,11,4,1,,,3,2,1
511,2001-11-11,2001,11,11,0,,,4,1,2
512,2001-11-18,2001,11,18,0,,,1,2,3
513,2001-11-25,2001,11,25,2,,,1,3,4
514,2001-12-02,2001,12,2,1,,,2,4,1
515,2001-12-09,2001,12,9,2,,,3,1,2
516,2001-12-16,2001,12,16,1,,,4,2,1
517,2001-12-23,2001,12,23,0,,,5,1,2
518,2001-12-30,2001,12,30,2,,,1,2,3
519,2002-01-06,2002,1,6,1,1,1,2,3,1
520,2002-01-13,2002,1,13,1,1,,3,1,2
521,2002-01-27,2002,1,27,2,,,4,1,3
522,2002-02-03,2002,2,3,0,,,5,2,1
523,2002-02-10,2002,2,10,1,,,1,3,2
524,2002-02-17,2002,2,17,2,,,2,1,3
525,2002-02-24,2002,2,24,0,,,3,2,1
526,2002-03-03,2002,3,3,0,,,1,3,2
527,2002-03-10,2002,3,10,1,,,1,4,3
528,2002-03-17,2002,3,17,0,,,2,1,4
529,2002-03-24,2002,3,24,2,,,1,2,5
530,2002-03-31,2002,3,31,0,,,2,3,1
531,2002-04-07,2002,4,7,1,,1,1,4,2
532,2002-04-14,2002,4,14,1,,,2,1,3
533,2002-04-21,2002,4,21,0,,,3,1,4
534,2002-04-28,2002,4,28,2,,,1,2,5
535,2002-05-05,2002,5,5,1,,,2,3,1
